Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,JobLevel,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Travel_Rarely,Research & Development,2,2,2,Healthcare Representative,114160,6,16,0,13,2,5,0,4
54,No,Travel_Rarely,Sales,24,3,1,Laboratory Technician,26000,3,14,0,36,5,10,4,7
43,No,Travel_Rarely,Research & Development,2,4,1,Research Scientist,24220,1,11,1,14,2,14,6,11
35,Yes,Travel_Frequently,Research & Development,17,4,1,Research Director,54720,3,11,1,13,3,11,6,7
38,No,Travel_Frequently,Research & Development,19,2,2,Research Scientist,24510,7,12,1,19,3,13,2,9
29,No,Travel_Rarely,Research & Development,1,2,2,Sales Representative,42400,1,14,0,10,2,10,0,9
33,No,Travel_Rarely,Research & Development,7,3,5,Sales Executive,109990,1,18,3,6,3,6,0,4
32,No,Travel_Rarely,Research & Development,5,4,5,Research Scientist,50030,0,13,0,10,5,9,1,6
31,No,Travel_Rarely,Research & Development,28,4,2,Sales Executive,127420,1,11,0,10,4,10,0,2
49,No,Travel_Rarely,Research & Development,2,4,1,Laboratory Technician,42270,4,18,0,17,3,2,2,2
38,No,Travel_Frequently,Sales,29,2,1,Sales Executive,39170,1,15,3,4,2,4,3,3
47,No,Travel_Rarely,Research & Development,1,4,3,Laboratory Technician,183030,6,22,1,29,2,3,1,2
49,No,Travel_Rarely,Research & Development,21,3,2,Manufacturing Director,23800,4,13,0,23,3,8,0,0
41,No,Travel_Rarely,Research & Development,24,4,4,Manager,137260,3,12,0,21,6,2,0,2
20,No,Travel_Rarely,Research & Development,1,3,1,Sales Representative,47770,1,18,1,2,3,2,0,2
33,No,Non-Travel,Research & Development,18,2,2,Healthcare Representative,63850,1,13,0,7,6,6,1,2
36,No,Travel_Rarely,Research & Development,2,2,3,Sales Executive,199730,6,12,0,10,2,3,0,2
44,No,Travel_Rarely,Research & Development,9,3,3,Healthcare Representative,68610,4,12,0,8,2,2,2,2
23,Yes,Travel_Rarely,Human Resources,6,3,3,Laboratory Technician,49690,1,12,0,5,3,5,1,2
38,No,Travel_Rarely,Research & Development,11,2,1,Sales Executive,198450,7,11,1,7,3,0,0,0
53,No,Travel_Rarely,Research & Development,24,3,4,Research Director,133200,3,11,0,11,2,4,1,2
48,Yes,Travel_Frequently,Sales,10,2,1,Healthcare Representative,63470,2,12,1,19,3,9,7,7
32,Yes,Travel_Rarely,Sales,1,3,2,Research Scientist,27430,1,19,1,1,2,1,0,0
26,No,Non-Travel,Research & Development,18,2,1,Human Resources,108800,1,23,1,7,5,7,5,7
55,No,Travel_Rarely,Research & Development,23,1,5,Laboratory Technician,23420,5,11,2,8,2,4,1,2
34,No,Travel_Rarely,Sales,28,3,2,Research Scientist,176500,1,19,1,15,6,15,4,13
60,No,Travel_Rarely,Sales,17,4,1,Manager,40250,3,13,1,19,5,1,0,0
33,No,Travel_Rarely,Sales,3,3,3,Manager,97250,1,11,0,14,0,14,2,13
37,No,Travel_Frequently,Research & Development,13,3,1,Laboratory Technician,119040,1,12,1,6,4,6,1,3
34,No,Travel_Rarely,Research & Development,7,2,1,Healthcare Representative,21770,1,13,0,10,5,10,8,7
23,Yes,Travel_Rarely,Research & Development,12,2,2,Research Scientist,75250,1,14,2,3,2,3,0,2
44,No,Travel_Rarely,Human Resources,1,3,1,Research Scientist,48340,1,14,0,9,1,8,6,7
35,No,Travel_Frequently,Research & Development,13,3,3,Sales Executive,20420,0,16,0,6,2,5,1,4
43,No,Travel_Rarely,Research & Development,25,4,2,Sales Executive,22200,1,11,0,10,2,10,8,8
24,No,Travel_Rarely,Research & Development,6,3,3,Sales Executive,10520,1,13,0,5,3,5,0,4
41,No,Travel_Rarely,Sales,6,4,1,Research Scientist,28210,1,17,0,10,3,10,8,7
29,No,Travel_Rarely,Research & Development,2,2,2,Research Scientist,192370,9,11,1,9,2,5,1,2
36,No,Travel_Rarely,Human Resources,1,4,3,Research Scientist,41070,3,11,1,17,2,13,6,7
45,No,Non-Travel,Sales,2,3,2,Manufacturing Director,83960,3,15,2,25,3,23,14,4
24,Yes,Travel_Rarely,Sales,6,2,2,Manager,20070,1,12,0,1,2,1,0,0
47,Yes,Travel_Frequently,Research & Development,1,3,2,Sales Executive,196270,7,11,2,25,1,23,14,10
26,No,Travel_Rarely,Research & Development,9,1,1,Sales Executive,106860,1,14,1,3,2,3,0,2
45,No,Travel_Rarely,Research & Development,1,4,1,Research Director,29420,1,22,1,21,4,21,8,6
32,No,Travel_Frequently,Sales,1,1,2,Laboratory Technician,88580,6,16,1,10,2,5,1,3
31,No,Travel_Rarely,Research & Development,14,2,1,Sales Executive,167560,1,11,2,6,5,5,0,3
41,No,Non-Travel,Sales,2,2,2,Research Scientist,107980,6,14,2,10,5,3,1,2
40,No,Travel_Rarely,Research & Development,22,2,1,Healthcare Representative,23230,2,16,1,18,2,1,0,0
24,No,Travel_Rarely,Research & Development,3,3,1,Research Scientist,14160,1,15,1,6,3,6,1,2
46,No,Travel_Rarely,Research & Development,6,3,4,Sales Executive,46150,6,12,0,19,3,10,0,9
35,No,Travel_Rarely,Sales,8,4,1,Laboratory Technician,24610,2,20,1,17,4,7,0,7
30,No,Travel_Rarely,Sales,9,4,1,Laboratory Technician,87220,1,17,1,10,3,10,0,8
47,No,Non-Travel,Research & Development,3,2,2,Sales Executive,39550,7,12,1,4,5,1,0,0
46,No,Travel_Rarely,Research & Development,1,4,3,Sales Executive,99570,4,20,0,13,1,10,0,3
36,Yes,Travel_Rarely,Research & Development,1,3,2,Manufacturing Director,33760,5,20,0,16,3,2,2,2
32,Yes,Travel_Rarely,Research & Development,26,3,2,Research Director,88230,6,13,2,10,3,0,0,0
23,No,Travel_Rarely,Sales,6,4,3,Manufacturing Director,103220,1,14,2,3,2,3,1,2
31,No,Travel_Frequently,Sales,3,3,2,Sales Executive,46210,2,18,1,9,3,5,1,4
39,No,Non-Travel,Research & Development,3,3,2,Manufacturing Director,109760,1,11,0,9,3,9,5,8
32,No,Travel_Rarely,Research & Development,6,3,1,Research Scientist,36600,3,11,2,10,0,4,0,2
40,No,Travel_Rarely,Sales,6,3,3,Manufacturing Director,104820,1,11,1,21,6,21,12,8
45,No,Travel_Rarely,Research & Development,19,4,1,Sales Representative,71190,4,15,0,9,2,5,0,3
30,No,Travel_Frequently,Sales,9,3,1,Research Director,95820,0,12,1,10,2,9,0,7
24,No,Travel_Frequently,Sales,3,4,1,Sales Executive,45080,0,11,1,3,5,2,2,1
30,Yes,Travel_Frequently,Research & Development,10,3,1,Human Resources,22070,6,14,0,6,4,4,1,2
31,No,Travel_Rarely,Research & Development,3,2,3,Laboratory Technician,77560,1,15,2,6,3,5,0,2
27,No,Travel_Rarely,Sales,3,3,1,Manager,66940,1,13,1,6,2,6,1,4
29,Yes,Travel_Rarely,Sales,4,3,5,Research Scientist,36910,1,13,0,2,3,2,2,2
29,No,Travel_Frequently,Research & Development,8,4,1,Sales Executive,23770,8,21,1,10,2,3,0,2
30,No,Travel_Rarely,Sales,7,3,3,Sales Executive,23130,2,11,0,12,5,7,1,7
34,No,Travel_Rarely,Research & Development,1,2,2,Healthcare Representative,176650,0,11,0,6,5,5,1,2
33,No,Non-Travel,Research & Development,2,4,1,Sales Representative,25960,8,14,1,13,4,11,1,7
49,No,Travel_Rarely,Sales,3,4,1,Sales Executive,47280,3,11,1,8,4,5,0,4
33,Yes,Travel_Rarely,Research & Development,10,3,1,Sales Executive,43020,2,13,0,11,3,0,0,0
38,No,Travel_Frequently,Research & Development,28,3,1,Healthcare Representative,29790,4,12,1,9,3,6,0,5
31,Yes,Travel_Rarely,Human Resources,9,4,2,Laboratory Technician,168850,2,14,2,10,2,1,0,0
29,No,Travel_Rarely,Research & Development,3,4,2,Sales Representative,55930,1,13,1,1,3,1,0,0
30,No,Travel_Rarely,Research & Development,2,1,1,Sales Representative,104450,3,18,1,10,3,7,1,7
32,No,Non-Travel,Research & Development,10,4,1,Laboratory Technician,87400,2,11,1,12,2,7,0,7
38,No,Travel_Rarely,Research & Development,8,2,1,Manufacturing Director,25140,3,11,0,15,2,1,1,0
43,Yes,Travel_Frequently,Research & Development,1,4,3,Sales Executive,76550,9,12,1,6,3,1,0,0
42,No,Travel_Rarely,Human Resources,1,3,1,Healthcare Representative,174650,8,13,1,7,3,5,0,4
55,No,Travel_Rarely,Research & Development,3,2,1,Sales Executive,73510,8,20,1,34,3,1,0,0
33,No,Non-Travel,Research & Development,14,3,1,Research Scientist,108200,5,12,0,11,2,9,1,7
41,No,Travel_Rarely,Research & Development,5,3,1,Sales Representative,121690,1,19,0,5,2,5,0,4
34,No,Non-Travel,Research & Development,7,4,1,Research Scientist,196260,1,21,0,15,5,15,0,7
53,No,Non-Travel,Research & Development,10,4,2,Healthcare Representative,20700,4,13,2,27,2,3,0,2
43,No,Travel_Rarely,Sales,16,2,1,Laboratory Technician,67820,0,16,1,10,2,9,1,8
34,No,Travel_Rarely,Sales,10,2,5,Sales Executive,77790,5,12,1,6,2,2,2,2
21,Yes,Travel_Rarely,Sales,1,2,5,Healthcare Representative,27910,1,14,0,1,3,1,1,0
38,No,Travel_Rarely,Research & Development,8,2,2,Sales Executive,32010,1,11,1,5,3,5,0,4
22,Yes,Travel_Rarely,Research & Development,1,3,4,Research Scientist,49680,1,14,0,1,3,1,0,0
31,No,Travel_Rarely,Research & Development,8,5,5,Sales Executive,131200,1,12,2,13,6,12,5,7
51,No,Travel_Rarely,Research & Development,1,4,1,Manager,40330,2,14,0,15,2,2,2,2
37,No,Travel_Rarely,Research & Development,24,1,2,Sales Executive,32910,1,16,3,5,2,5,0,3
46,No,Travel_Rarely,Sales,3,4,1,Sales Representative,42720,7,13,0,24,3,2,2,2
36,No,Travel_Rarely,Research & Development,27,3,4,Research Scientist,50560,7,12,0,15,2,12,5,7
44,Yes,Travel_Frequently,Sales,10,4,1,Research Scientist,28440,1,12,0,6,2,5,2,3
37,No,Travel_Rarely,Research & Development,19,2,2,Sales Executive,27030,2,14,0,19,2,10,4,7
35,Yes,Travel_Rarely,Research & Development,15,4,2,Research Scientist,19040,1,22,1,10,4,10,7,7
33,No,Travel_Rarely,Research & Development,8,5,2,Laboratory Technician,82240,6,19,0,14,3,10,7,6
28,No,Travel_Rarely,Sales,9,3,2,Sales Executive,47660,1,12,0,5,3,5,0,3
39,No,Travel_Rarely,Sales,3,4,2,Laboratory Technician,26100,7,12,0,9,2,4,2,2
46,No,Non-Travel,Research & Development,9,2,2,Manufacturing Director,57310,8,17,0,6,2,2,2,2
40,No,Travel_Rarely,Research & Development,2,2,1,Research Director,25390,4,12,1,7,3,4,0,2
42,No,Travel_Rarely,Research & Development,7,4,2,Laboratory Technician,57140,5,11,0,10,2,0,0,0
35,No,Non-Travel,Sales,10,1,2,Research Director,43230,2,18,3,15,3,7,1,7
38,No,Non-Travel,Sales,6,4,3,Sales Executive,73360,5,11,0,13,3,11,3,8
34,Yes,Travel_Frequently,Research & Development,2,1,1,Manufacturing Director,134990,4,23,2,11,2,7,0,7
37,Yes,Travel_Rarely,Research & Development,24,3,1,Laboratory Technician,137580,1,11,1,10,5,10,0,8
39,No,Travel_Frequently,Research & Development,2,1,2,Healthcare Representative,51550,2,18,1,7,3,2,2,2
43,No,Non-Travel,Human Resources,8,5,3,Sales Executive,22580,4,18,0,7,2,3,1,2
41,No,Travel_Rarely,Research & Development,3,3,3,Research Scientist,35970,3,13,1,11,2,3,1,2
41,No,Travel_Rarely,Research & Development,1,1,3,Laboratory Technician,25150,0,18,0,23,2,22,13,5
30,No,Travel_Rarely,Sales,26,3,2,Manager,44200,9,11,0,9,3,7,0,2
26,Yes,Travel_Rarely,Human Resources,2,1,3,Sales Executive,65780,0,15,2,6,3,5,1,4
46,Yes,Travel_Rarely,Research & Development,10,3,1,Sales Executive,44220,4,11,1,13,2,9,3,7
40,No,Travel_Rarely,Sales,27,2,3,Sales Executive,102740,4,18,0,12,3,5,0,3
34,No,Travel_Rarely,Research & Development,2,3,2,Laboratory Technician,53430,1,14,0,10,5,10,4,8
58,No,Non-Travel,Research & Development,2,4,1,Laboratory Technician,23760,4,12,1,37,3,16,14,14
35,No,Travel_Rarely,Research & Development,8,1,3,Manufacturing Director,53460,0,14,0,6,3,5,0,3
47,No,Travel_Rarely,Research & Development,19,5,2,Research Scientist,28270,8,14,1,28,3,22,14,10
40,No,Travel_Rarely,Research & Development,1,4,2,Manager,199430,2,13,1,15,3,7,7,7
54,No,Travel_Rarely,Sales,27,4,1,Research Scientist,31310,4,14,0,14,3,7,1,7
31,No,Travel_Frequently,Sales,8,4,3,Manufacturing Director,25520,2,18,0,9,2,3,2,2
28,No,Travel_Rarely,Sales,1,2,3,Manager,44770,1,15,0,3,6,3,1,2
38,No,Travel_Rarely,Research & Development,19,3,2,Manufacturing Director,64740,2,13,2,20,3,4,0,3
26,No,Travel_Rarely,Sales,8,3,1,Healthcare Representative,30330,1,12,0,5,2,5,1,2
58,No,Travel_Frequently,Research & Development,10,4,1,Sales Representative,29360,2,13,1,23,3,2,2,2
18,No,Non-Travel,Research & Development,2,3,3,Sales Representative,186060,1,24,2,0,4,0,0,0
31,Yes,Travel_Rarely,Research & Development,2,3,3,Laboratory Technician,21680,0,14,1,2,2,1,0,0
29,Yes,Travel_Rarely,Research & Development,8,2,1,Manager,28530,4,14,1,4,5,2,2,0
45,No,Non-Travel,Sales,1,4,1,Research Scientist,170480,4,15,0,10,3,8,5,7
36,No,Travel_Rarely,Sales,2,3,5,Laboratory Technician,22900,4,11,0,15,5,1,0,0
43,No,Travel_Frequently,Sales,8,3,1,Research Director,36000,1,23,0,7,2,7,7,7
27,No,Travel_Frequently,Sales,8,4,5,Research Scientist,21070,0,13,0,6,2,5,0,2
29,No,Travel_Frequently,Research & Development,6,2,1,Human Resources,41150,1,11,0,11,1,11,3,10
32,No,Travel_Frequently,Sales,9,4,4,Sales Executive,43270,8,13,0,4,4,0,0,0
42,No,Non-Travel,Research & Development,11,3,1,Manager,178560,3,18,0,10,2,6,3,3
47,No,Travel_Rarely,Sales,2,2,5,Manager,31960,4,14,1,7,3,2,2,0
46,No,Travel_Rarely,Human Resources,1,3,1,Laboratory Technician,190810,3,21,0,12,2,9,4,7
28,No,Non-Travel,Research & Development,7,3,1,Sales Executive,89660,1,16,1,3,3,3,2,2
29,No,Travel_Rarely,Research & Development,16,3,1,Manufacturing Director,22100,8,11,1,11,4,7,1,6
42,No,Travel_Rarely,Sales,2,4,2,Research Director,45390,4,17,1,8,5,0,0,0
32,Yes,Travel_Rarely,Research & Development,1,1,2,Laboratory Technician,27410,7,11,0,7,3,2,2,2
46,No,Travel_Rarely,Research & Development,23,1,2,Laboratory Technician,34910,2,14,0,25,0,19,2,8
27,No,Travel_Rarely,Sales,2,3,5,Research Scientist,45410,1,14,2,9,4,9,5,8
29,No,Travel_Rarely,Research & Development,1,2,3,Sales Executive,26780,1,25,1,1,3,1,0,0
43,No,Travel_Rarely,Research & Development,1,3,1,Manufacturing Director,73790,7,13,2,21,3,16,6,14
48,No,Travel_Rarely,Research & Development,2,3,2,Manager,62720,4,14,0,29,3,22,12,9
29,Yes,Travel_Frequently,Research & Development,13,2,1,Laboratory Technician,52200,1,17,0,1,3,1,1,0
46,Yes,Travel_Rarely,Research & Development,4,4,2,Sales Representative,27430,5,25,1,14,1,8,0,7
27,No,Travel_Frequently,Research & Development,16,4,3,Healthcare Representative,49980,0,20,2,8,3,7,7,3
39,No,Travel_Rarely,Research & Development,2,3,3,Healthcare Representative,102520,8,13,1,7,3,2,2,2
55,No,Travel_Rarely,Research & Development,2,3,1,Human Resources,27810,8,13,1,19,2,5,0,4
28,No,Travel_Rarely,Research & Development,29,2,2,Laboratory Technician,68520,1,18,1,1,2,1,0,0
30,Yes,Travel_Rarely,Sales,12,4,2,Sales Executive,49500,1,12,2,1,3,1,0,0
22,Yes,Travel_Rarely,Research & Development,16,2,2,Laboratory Technician,35790,1,19,3,1,3,1,0,0
36,No,Travel_Rarely,Research & Development,11,3,1,Sales Executive,131910,1,14,1,10,2,10,1,7
31,No,Travel_Rarely,Research & Development,2,4,5,Manager,103770,1,14,0,10,2,10,0,2
34,No,Travel_Rarely,Sales,14,2,1,Sales Executive,22350,2,14,1,9,2,5,1,0
29,No,Travel_Rarely,Research & Development,5,5,1,Sales Executive,105020,3,12,0,11,4,3,1,2
37,No,Travel_Rarely,Research & Development,7,2,1,Manufacturing Director,20110,5,13,0,16,4,5,0,4
35,No,Travel_Rarely,Sales,2,1,2,Laboratory Technician,18590,0,25,1,4,2,3,0,2
45,No,Travel_Rarely,Research & Development,3,3,2,Sales Executive,37600,0,14,1,10,2,9,3,8
36,No,Travel_Frequently,Research & Development,5,3,4,Manufacturing Director,177790,1,17,1,10,5,10,0,8
40,No,Travel_Rarely,Research & Development,3,3,1,Sales Executive,68330,2,13,0,22,3,19,11,16
26,No,Travel_Rarely,Research & Development,26,2,2,Human Resources,68120,1,13,0,1,2,1,1,0
27,No,Travel_Rarely,Research & Development,4,3,2,Manufacturing Director,51710,0,20,1,9,1,8,0,7
48,No,Travel_Frequently,Research & Development,2,3,2,Research Director,197400,3,14,0,24,2,22,4,7
44,No,Travel_Rarely,Sales,1,2,4,Manager,187110,2,12,1,10,0,2,2,2
34,Yes,Non-Travel,Research & Development,27,2,1,Sales Representative,36920,1,12,1,5,5,5,3,0
56,Yes,Travel_Rarely,Human Resources,1,2,5,Sales Executive,25590,1,21,0,5,3,4,1,0
36,No,Travel_Rarely,Research & Development,13,3,3,Healthcare Representative,25170,2,14,0,12,3,4,1,3
41,No,Travel_Rarely,Research & Development,5,3,1,Sales Executive,66230,5,18,0,14,3,5,1,4
42,No,Travel_Rarely,Research & Development,7,3,2,Sales Executive,182650,9,12,1,18,4,13,5,7
31,No,Travel_Rarely,Sales,9,4,1,Sales Executive,161240,2,23,1,8,2,5,1,4
34,No,Travel_Rarely,Research & Development,8,1,3,Laboratory Technician,25850,3,12,0,9,5,4,0,1
31,No,Travel_Rarely,Sales,25,2,3,Manufacturing Director,182130,8,21,2,4,3,2,2,2
26,No,Travel_Frequently,Sales,16,2,2,Healthcare Representative,83800,0,14,0,8,3,7,7,7
45,No,Travel_Frequently,Research & Development,8,4,2,Manager,29940,4,18,1,12,2,4,0,3
33,No,Travel_Rarely,Sales,1,3,5,Sales Executive,12230,1,13,1,10,3,10,0,9
28,No,Travel_Frequently,Sales,8,3,4,Research Scientist,11180,1,11,0,7,3,7,0,7
29,Yes,Travel_Frequently,Human Resources,2,4,2,Sales Executive,28750,1,11,0,1,3,1,0,0
39,No,Non-Travel,Research & Development,8,5,2,Sales Representative,188240,6,19,1,10,4,3,1,2
27,No,Travel_Rarely,Sales,3,2,2,Healthcare Representative,135770,1,12,1,6,2,5,1,2
34,No,Travel_Frequently,Research & Development,9,4,2,Manufacturing Director,26250,1,12,3,16,4,15,6,11
28,Yes,Travel_Rarely,Research & Development,25,3,1,Research Director,187890,3,16,1,6,4,2,2,2
47,No,Non-Travel,Research & Development,1,4,1,Research Scientist,45380,8,11,0,16,3,8,1,7
56,No,Travel_Rarely,Research & Development,4,3,2,Sales Executive,198470,4,14,0,6,6,0,0,0
39,No,Travel_Rarely,Research & Development,1,3,1,Laboratory Technician,105120,1,12,1,10,2,10,7,9
38,No,Travel_Frequently,Research & Development,4,2,1,Manager,44440,1,13,0,20,2,20,0,7
58,No,Travel_Rarely,Sales,5,3,5,Sales Representative,21540,4,21,1,29,3,1,0,0
32,Yes,Travel_Frequently,Research & Development,9,3,2,Laboratory Technician,191900,3,17,1,8,2,4,0,3
38,No,Travel_Rarely,Research & Development,3,4,1,Sales Representative,44900,2,21,1,10,1,5,0,3
49,No,Travel_Frequently,Sales,11,4,2,Research Scientist,35060,3,11,1,28,4,5,4,3
42,No,Travel_Rarely,Sales,1,3,1,Sales Executive,23720,3,12,1,14,3,0,0,0
27,Yes,Travel_Frequently,Sales,8,1,4,Laboratory Technician,102310,1,13,1,1,2,1,0,0
35,No,Travel_Rarely,Research & Development,25,1,1,Sales Executive,54100,0,18,0,6,4,5,0,4
28,No,Non-Travel,Research & Development,21,1,3,Research Scientist,79780,1,16,2,5,2,5,1,4
31,No,Non-Travel,Sales,23,1,1,Sales Executive,38670,1,11,1,4,4,4,2,3
36,No,Non-Travel,Research & Development,1,3,2,Research Scientist,28380,1,19,2,5,5,5,0,2
34,No,Travel_Rarely,Sales,2,3,4,Healthcare Representative,46950,1,16,1,14,2,14,2,1
34,No,Travel_Rarely,Research & Development,19,3,1,Research Director,33390,1,16,0,9,2,8,1,1
26,No,Travel_Rarely,Research & Development,2,2,2,Research Scientist,20800,0,13,0,8,6,7,7,6
29,No,Travel_Rarely,Research & Development,2,4,2,Laboratory Technician,20960,0,22,0,6,2,5,0,2
32,No,Non-Travel,Research & Development,3,1,3,Manager,62090,5,17,1,9,5,5,1,2
31,No,Travel_Frequently,Research & Development,25,5,2,Human Resources,180610,1,14,1,10,2,10,8,7
28,Yes,Travel_Rarely,Sales,7,5,2,Sales Representative,171230,5,15,1,6,2,4,0,3
38,No,Travel_Rarely,Research & Development,9,2,3,Sales Representative,23720,4,12,0,20,3,1,0,0
35,No,Travel_Rarely,Research & Development,5,3,2,Sales Representative,48830,1,18,1,10,1,10,0,9
27,No,Travel_Rarely,Sales,2,3,1,Manager,39040,1,15,0,7,2,7,0,7
32,No,Travel_Rarely,Research & Development,8,1,2,Research Scientist,46270,8,17,1,8,2,1,0,0
31,Yes,Travel_Frequently,Research & Development,2,1,3,Sales Executive,70940,1,14,1,10,2,10,0,8
53,Yes,Travel_Rarely,Research & Development,18,3,1,Research Scientist,34230,6,15,1,15,4,2,2,2
54,No,Travel_Rarely,Research & Development,14,3,3,Research Scientist,66740,3,17,1,9,2,4,2,3
33,No,Travel_Frequently,Research & Development,2,4,4,Sales Executive,168800,1,14,3,9,2,9,2,8
43,No,Travel_Rarely,Research & Development,3,3,1,Research Scientist,90940,1,12,1,10,0,10,0,9
38,No,Travel_Frequently,Research & Development,2,5,4,Sales Executive,84460,0,14,0,7,3,6,1,2
55,No,Travel_Rarely,Sales,9,3,2,Laboratory Technician,119160,4,15,1,35,3,10,1,4
31,No,Travel_Rarely,Sales,6,3,1,Manufacturing Director,45340,1,13,0,1,2,1,0,0
39,No,Travel_Rarely,Research & Development,4,3,2,Sales Executive,98520,0,12,1,21,5,20,11,10
42,No,Non-Travel,Research & Development,10,4,2,Research Scientist,61510,1,13,1,20,3,20,3,7
31,No,Non-Travel,Research & Development,14,2,2,Healthcare Representative,23020,4,14,0,13,3,11,4,8
54,No,Travel_Rarely,Research & Development,1,3,2,Human Resources,23620,6,13,1,9,2,5,1,4
24,No,Travel_Rarely,Research & Development,5,4,1,Manufacturing Director,178610,1,11,2,4,5,4,1,2
23,No,Travel_Rarely,Research & Development,7,3,2,Research Scientist,191870,1,11,1,5,2,5,1,4
40,No,Travel_Frequently,Research & Development,21,3,3,Research Scientist,197170,1,21,0,10,1,10,9,4
40,No,Travel_Rarely,Research & Development,8,1,5,Research Scientist,35440,3,18,3,15,3,11,5,10
25,No,Travel_Rarely,Sales,20,5,2,Laboratory Technician,85000,4,12,0,6,2,2,1,2
30,No,Travel_Rarely,Human Resources,20,4,2,Research Scientist,46610,1,11,0,12,3,12,1,7
25,No,Travel_Rarely,Research & Development,7,2,5,Sales Executive,41030,6,15,1,7,2,2,0,2
47,No,Travel_Rarely,Research & Development,1,4,2,Sales Executive,42490,2,13,1,25,2,17,12,11
33,No,Non-Travel,Research & Development,1,3,2,Research Scientist,140260,1,12,0,1,4,1,0,0
38,No,Travel_Rarely,Research & Development,19,3,2,Sales Executive,68930,0,17,0,16,3,15,5,8
31,No,Travel_Rarely,Research & Development,10,4,3,Sales Executive,61250,0,13,1,3,3,2,1,2
38,No,Travel_Frequently,Research & Development,1,4,2,Research Scientist,36690,2,19,0,10,2,8,7,7
42,No,Travel_Rarely,Research & Development,6,3,2,Laboratory Technician,100080,6,19,1,9,3,4,1,2
41,No,Travel_Rarely,Sales,2,2,1,Healthcare Representative,23870,3,17,1,12,1,5,1,0
47,No,Non-Travel,Research & Development,21,2,1,Sales Executive,46390,0,11,1,14,2,13,5,12
35,No,Travel_Rarely,Research & Development,4,3,2,Healthcare Representative,78980,7,15,0,5,2,2,2,2
22,No,Travel_Rarely,Human Resources,12,1,2,Sales Executive,25340,0,11,0,4,1,3,1,2
35,No,Travel_Rarely,Research & Development,9,3,2,Sales Executive,131420,1,25,2,10,4,10,0,8
33,No,Travel_Rarely,Sales,3,4,3,Healthcare Representative,16110,0,14,0,10,2,9,8,1
32,No,Travel_Rarely,Research & Development,3,2,3,Manufacturing Director,53630,1,13,0,6,4,6,4,1
40,No,Travel_Rarely,Research & Development,1,4,2,Research Director,50710,8,17,1,8,3,1,0,0
32,No,Travel_Rarely,Research & Development,1,2,3,Sales Executive,136950,0,13,0,3,3,2,2,2
39,No,Travel_Rarely,Research & Development,4,4,1,Sales Executive,134020,7,14,1,18,1,7,1,7
38,No,Travel_Rarely,Sales,20,4,2,Research Director,20290,3,11,1,20,3,18,1,11
32,No,Travel_Rarely,Research & Development,18,3,2,Manager,63770,1,12,2,14,3,14,5,7
37,No,Travel_Rarely,Research & Development,1,3,4,Sales Executive,54290,1,17,1,16,3,16,6,8
25,No,Travel_Rarely,Research & Development,2,4,2,Manufacturing Director,27850,0,21,0,6,2,5,0,4
52,No,Non-Travel,Research & Development,2,4,1,Manager,46140,2,16,1,16,3,9,0,0
44,No,Travel_Rarely,Research & Development,8,1,1,Sales Representative,26100,6,15,0,6,2,4,1,2
21,No,Travel_Rarely,Sales,10,5,3,Research Scientist,66870,1,19,3,2,0,2,1,2
39,No,Non-Travel,Research & Development,3,4,2,Research Director,47240,2,12,1,21,4,6,1,3
23,Yes,Travel_Frequently,Research & Development,2,4,2,Manufacturing Director,61790,1,11,0,1,3,1,1,0
36,No,Travel_Rarely,Research & Development,24,3,2,Laboratory Technician,61200,0,19,0,10,2,9,3,4
36,No,Travel_Frequently,Research & Development,16,1,2,Sales Executive,105960,7,15,0,18,3,4,0,2
56,No,Non-Travel,Research & Development,8,1,1,Sales Executive,54670,1,20,0,13,6,13,1,9
29,Yes,Travel_Rarely,Research & Development,9,4,2,Sales Representative,29960,9,25,0,4,4,2,2,2
42,No,Travel_Rarely,Research & Development,17,1,3,Research Scientist,99980,5,24,2,24,3,22,4,14
56,Yes,Travel_Rarely,Sales,10,4,2,Sales Executive,40780,8,24,1,14,3,10,9,8
41,No,Travel_Rarely,Research & Development,13,4,1,Healthcare Representative,109200,0,15,1,21,3,20,0,10
34,No,Travel_Rarely,Sales,1,3,1,Laboratory Technician,62320,1,13,1,8,3,8,1,7
36,No,Non-Travel,Sales,1,1,1,Human Resources,132470,1,14,0,15,3,15,11,11
41,No,Travel_Rarely,Research & Development,1,5,1,Healthcare Representative,40810,2,13,0,14,3,5,0,4
32,No,Travel_Rarely,Sales,9,4,2,Research Scientist,57690,1,11,0,4,3,4,1,2
35,No,Travel_Rarely,Research & Development,16,3,2,Healthcare Representative,23940,1,16,1,9,3,9,1,7
38,No,Travel_Rarely,Research & Development,23,3,3,Sales Representative,39040,1,22,0,10,3,10,1,9
50,Yes,Travel_Frequently,Sales,4,2,2,Laboratory Technician,167990,7,14,1,12,2,6,0,1
36,No,Travel_Rarely,Research & Development,22,4,1,Healthcare Representative,29500,4,14,0,8,1,6,0,0
45,No,Travel_Rarely,Sales,24,3,1,Laboratory Technician,36290,8,16,1,8,2,5,0,1
40,No,Travel_Rarely,Sales,10,4,1,Research Scientist,93620,2,11,1,8,6,2,2,2
